"","EIN","NAME","ICO","STREET","CITY","STATE","ZIP","NTEE_CD","totcntrbgfts","totprgmrevnue","invstmntinc","txexmptbndsproceeds","royaltsinc","netrntlinc","netgnls","netincfndrsng","netincgaming","netincsales","miscrevtot11e","totrevenue","grntstogovt","grnsttoindiv","grntstofrgngovt","benifitsmembrs","compnsatncurrofcr","compnsatnandothr","othrsalwages","pensionplancontrb","othremplyeebenef","payrolltx","feesforsrvcmgmt","legalfees","accntingfees","feesforsrvclobby","profndraising","feesforsrvcinvstmgmt","feesforsrvcothr","advrtpromo","officexpns","infotech","royaltsexpns","occupancy","travel","travelofpublicoffcl","converconventmtng","interestamt","pymtoaffiliates","deprcatndepletn","insurance","othrexpnsa","othrexpnsb","othrexpnsc","othrexpnsd","othrexpnse","totfuncexpns","totassetsend","totliabend","retainedearnend","totnetassetend","totnetliabastend"
"1397",651201947,"TACKFULLY TEAMED RIDING ACADEMY INC","% SUSAN M WARREN","7975 HENRY RD","HENRY","VA","24102-3005","E50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",651210184,"UNITED FOR COLOMBIA","% GABRIELA FEBRES-CORDERO","1818 LIBRARY ST STE 500","RESTON","VA","20190-6274","E50",30877,0,6,0,0,0,0,0,0,0,0,30883,0,0,41051,0,0,0,0,0,0,0,0,0,4600,0,0,0,12750,0,483,0,0,991,0,0,0,0,0,412,250,2259,469,139,0,0,63404,74633,2172,0,72461,74633
"1399",651222188,"JORDAN RESEARCH FOUNDATION","% THE FOUNDATION","5716 CLEVELAND ST STE 200","VIRGINIA BCH","VA","23462-1784","H500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",651309922,"PRINCE WILLIAM DROP IN CENTER INC","% ANN GURTLER","13184 CENTERPOINTE WAY","WOODBRIDGE","VA","22193-5200","F32",435415,10838,170,0,0,0,0,185,0,0,0,446608,0,0,0,0,105795,0,152824,0,0,19792,0,0,10670,0,0,0,3912,0,25381,0,0,26507,0,0,0,10130,0,9481,30335,12563,6469,5156,3776,0,427506,329292,177743,151549,151549,329292
"1401",651317338,"FOUNDATION REALTY","","101 W MAIN STREET 4500","NORFOLK","VA","23510-0000","F11",0,0,231738,0,0,0,0,0,0,0,0,231738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171000,95,0,0,0,171095,1753516,0,0,1753516,1753516
"1402",680605947,"DOWN SYNDROME ASSOCIATION OF NORTHERN VIRGINIA","","10467 WHITE GRANITE DR STE 320","OAKTON","VA","22124-2782","G25",228504,21578,7833,0,0,0,11592,0,0,0,0,269507,0,0,0,0,88514,0,31236,0,0,9604,0,0,13460,0,0,0,8961,0,1853,8160,0,14155,0,0,5808,0,0,435,2479,12768,3596,3199,2703,0,212224,404197,4169,0,400028,404197
"1403",680657235,"SHENANDOAH DENTAL CLINIC INC","","PO BOX 759","WOODSTOCK","VA","22664-0759","E32",69225,522347,0,0,0,0,0,0,0,0,0,591572,0,0,0,0,0,0,450266,0,0,0,0,4613,4750,0,0,0,0,12386,6684,0,0,10370,0,0,0,0,0,9492,5606,78635,22078,9702,8129,0,642935,123818,18300,0,105518,123818
"1404",684314016,"VETERINARY CHRISTIAN FOUNDATION","% GREGORY SMITH","708 WYNDHURST DR","LYNCHBURG","VA","24502-2698","E99Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",710864277,"CANCER CARE FOUNDATION OF TIDEWATER","% H U HARRIS III","6251 E VIRGINIA BEACH BLVD STE 320","NORFOLK","VA","23502-2800","E60",108221,0,71,0,0,0,0,0,0,0,0,108292,0,0,0,0,43000,0,36982,0,0,0,0,0,7570,0,0,0,5344,186,8930,0,0,6000,0,0,0,0,0,1583,507,15783,1933,505,322,0,128923,236355,24000,0,212355,236355
"1406",710870232,"MATTAPONI HEALING EAGLE CLINIC","% DR NARINDER ARORA","109 TINTERN CT","CHARLOTTESVLE","VA","22901-8921","E32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407",710874241,"FOUNDATION TO ERADICATE DUCHENNE INC","% JOEL WOOD","PO BOX 2371","ALEXANDRIA","VA","22301-0000","H80",809683,0,226,0,0,0,0,0,0,0,111785,921694,509989,0,0,0,0,0,0,0,0,0,23400,0,0,60000,72000,0,0,0,3172,0,0,0,0,0,0,0,0,0,0,48000,9610,0,0,0,726171,773260,126989,0,646271,773260
"1408",711000337,"S A P MINISTRIES OF FAITH AND PURPOSE INC","% SHEILA A PORTER","52B EMERAUDE PLAGE","HAMPTON","VA","23666-4939","F20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409",721602744,"GREENE CARE CLINIC INC","% JANET CALL","PO BOX 54","STANARDSVILLE","VA","22973-0054","E30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",741686373,"AMERICAN ACADEMY OF CLINICAL TOXICOLOGY","","6728 OLD MCLEAN VILLAGE DR","MCLEAN","VA","22101-3906","G9XZ",193243,250843,12610,0,0,0,12802,0,0,0,0,469498,70988,12275,0,0,0,0,0,0,0,0,90000,0,1720,0,0,0,5659,0,910,50300,0,9270,2190,0,54053,0,0,0,1899,59714,14416,6688,3625,0,388956,968910,170527,0,798383,968910
"1411",742076651,"NORTH AMERICAN TRANSPLANT COORDINATORS ORGANIZATION","","PO BOX 711233","OAK HILL","VA","20171-1233","E65Z",363742,586921,11347,0,27282,0,28591,0,0,0,29259,1047142,0,0,0,0,215250,0,150567,0,15768,23115,0,2400,17144,0,0,5446,33664,0,34944,62220,0,0,0,0,111316,2350,0,1831,3831,45045,20503,15026,6300,0,778556,1174017,328650,0,845367,1174017
"1412",742926378,"THE MULTIPLE SYSTEM ATROPHY COALITION INC","% DONALD CROUSE","1660 INTERNATIONAL DR STE 600","MCLEAN","VA","22102-4877","G80",1947017,0,66121,0,0,0,18007,0,0,0,0,2031145,345000,0,175500,0,0,0,0,0,0,0,336000,22090,25000,0,0,10185,0,0,7542,0,0,0,314,0,0,0,0,0,1852,38100,11870,7475,7250,0,989178,7567273,398668,0,7168605,7567273
"1413",743245452,"MEDICAL MISSION OF HOPE TO ZAMBIA","% AYODELE O OKEOWO","201 PARK COVE DR","STAFFORD","VA","22554-7875","G19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",743257893,"SOJOURN CENTER","% STEPHEN E WAGNER","PO BOX 295","BLACKSBURG","VA","24063-0295","E60",112675,0,284,0,0,0,0,0,0,0,0,112959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,303,225,3902,510,95,0,6055,1866392,0,1866392,1866392,1866392
"1415",752985923,"MARY WASHINGTON HOSPITAL AUXILARY INC","% MARY WASHINGTON HOSPITAL","2300 FALL HILL AVENUE 418","FREDERICKSBURG","VA","22401-0000","E112",0,0,12193,0,0,0,13223,5372,0,98222,0,129010,57256,0,0,0,0,0,76979,0,0,0,0,0,0,0,0,858,0,0,8287,0,0,0,251,0,0,0,0,0,938,3723,1268,0,0,0,149560,621106,19803,0,601303,621106
"1416",753052848,"LADY CARE","% PAULA L GRIMSLEY","2364 ROOKERY WAY","VIRGINIA BCH","VA","23455-1561","E40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",753125508,"CARROLL COUNTY WELLNESS CENTER INC","% MICHAEL SMITH","PO BOX 1266","HILLSVILLE","VA","24343-0000","E99",556050,0,22696,0,0,2700,2800,6245,0,1107,0,591598,0,0,0,0,76863,0,179838,0,21422,21876,0,0,9400,0,0,0,25569,4898,5226,0,0,125510,294,0,349,47562,0,77478,17215,6158,10061,16913,1248,0,653888,1558750,1175224,383526,383526,1558750
"1418",753176653,"FACES-FAMILY ADVOCACY CREATING EDUCATION AND SERVICES","% CANDACE WATT","11601 LUCKS LANE","MIDLOTHIAN","VA","23114-0000","G548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",760487388,"INTERNATIONAL SOCIETY FOR PRENATAL DIAGNOSIS","% ELLIOTT GRAHAM","154 HANSEN ROAD SUITE 201","CHARLOTTESVILLE","VA","22911-0000","E03",140590,340297,10,0,0,0,0,0,0,0,1509,482406,0,0,0,0,0,0,0,0,0,0,91740,0,3100,0,0,0,546,0,13263,14924,0,0,0,0,207565,0,0,0,2439,14000,179,0,0,0,347756,566812,91876,0,474936,566812
"1420",760745077,"LA LECHE LEAGUE INTERNATIONAL INC","% NANCY SHERWOOD","24089 LENAH RIDGE PL","ALDIE","VA","20105-4001","E014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421",760815736,"PRACTICE GREENHEALTH","% JAMES A HENDERSON","12110 SUNSET HILLS ROAD 600","RESTON","VA","20190-0000","E99",307993,2896097,0,0,963,0,0,0,0,0,10348,3215401,0,3750,0,0,0,0,2144075,39319,407077,151873,0,0,29649,0,0,0,310648,0,20486,63992,0,66499,3952,0,7918,35730,0,2603,15814,122006,13188,0,0,0,3438579,3305572,9491203,0,-6185631,3305572
"1422",760850296,"LOUDOUN CLUB 12","% LEONARD J SCHRADE","PO BOX 506","LEESBURG","VA","20178-0506","F50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",770600393,"TRISOMY 18 SUPPORT INC","% VICTORIA J MILLER","4491 CHESHIRE STATION PLAZA STE 17","DALE CITY","VA","22193-2226","G25",196269,0,0,0,0,0,0,0,0,3,0,196272,0,0,0,0,91040,0,0,0,0,7354,0,0,1631,0,0,0,24612,0,0,0,0,0,1419,0,0,0,0,1116,1056,3705,694,600,535,0,134486,123042,656,0,122386,123042
"1424",770611790,"PRO CHOICE VIRGINIA FOUNDATION","% TARINA KEENE","901 N WASHINGTON STREET 206","ALEXANDRIA","VA","22314-0000","E99",1987094,0,4208,0,0,0,-4089,0,0,0,0,1987213,25000,0,0,0,46276,0,466361,10024,23312,37523,0,0,35244,0,0,2646,76930,31700,8925,7072,0,57255,7022,0,3696,0,0,0,1312,6733,4571,3729,1234,0,857900,1830972,139150,0,1691822,1830972
"1425",770691319,"SHARE THE VICTORY","% KUMAR MUTHIAH","PO BOX 1004","ASHBURN","VA","20146-1004","G81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426",800016181,"POSITIVE VIBE FOUNDATION","% GARTH LARCEN","2837 HATHAWAY RD STE A","RICHMOND","VA","23225-1736","E11",328269,2777,0,0,0,0,-129,11609,0,0,0,342526,0,0,0,0,55000,0,25845,0,11155,6359,0,0,2100,0,25200,0,0,1536,0,0,0,74774,0,0,0,0,0,12726,0,9477,5552,4055,3825,0,248751,366383,10236,0,356147,366383
"1427",800118062,"MEDALLIESWORLD LIFELINE FOUNDATION INC","% CHRIS OTU","2257 FOX HATCH PLACE","JEFFERSONTON","VA","22724-0000","E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",800348193,"PROSAMI","% DAVID STRIDER","1305 BARTERBROOK RD","STAUNTON","VA","24401-5000","E32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",800381934,"CENTER FOR ORTHOTICS & PROSTHETICS LEARNING & OUTCOMES","% THE ORGANIZATION","330 JOHN CARLYLE ST STE 220","ALEXANDRIA","VA","22314-5760","H90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430",800407187,"VALLEY HEALTH SYSTEM","","220 CAMPUS BLVD SUITE 310","WINCHESTER","VA","22601-0000","E21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",800476902,"BEAUTIFUL KIDS NON PROFIT ORGANIZATION","% TIESHE THOMAS-MATTHEWS","7116 WARWICK BLVD","NEWPORT NEWS","VA","23607-0000","E60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",800534555,"NATHANIEL BROCK DONALDSON FOUNDATION","% TERRY W DONALDSON","15025 ENDSTONE TRL","MIDLOTHIAN","VA","23112-4628","E86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",800573470,"ACCESS HOPE INC","% LEONARD WOLF","12701 FAIR LAKES CIR STE 220","FAIRFAX","VA","22033-4910","F80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434",800613029,"BLESS MY BABIES","% PRISCILLA KAY SULLIVAN","5107 OLYMPIA CT","SUFFOLK","VA","23435-3300","G84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435",800623606,"THE FOUNDATION FOR THE DEVELOPMENT OF THE SOUTH OF HAITI","% DADY CHERY","9 SHORT BRANCH RD","STAFFORD","VA","22556-4635","E32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436",800693021,"PINK RIDE INC","% JEANNE PITT","PO BOX 10368","VIRGINIA BCH","VA","23450-0368","G12",32191,0,-17652,0,0,0,37042,75446,0,0,0,127027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,950,0,68304,0,0,0,0,70470,182851,0,0,182851,182851
"1437",800697671,"THE RYAN LOPYNSKI BIG HEART FOUNDATION","% JEREMY LOPYNSKI","5413 SANDY POINT LN","CLIFTON","VA","20124-0945","G43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438",800709260,"VERITAS FOUNDATION","% CADE PARKS","140 OAKVIEW AVE","BRISTOL","VA","24201-0000","F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439",800768853,"EVERHART PRIMARY HEALTH CARE","% DELPHINE W EVERHART","PO BOX 219","CANA","VA","24317-0000","E32",4473,246828,63,0,0,0,0,0,0,0,0,251364,0,0,0,0,0,0,149961,0,0,11741,0,0,2050,0,0,0,2558,2050,3880,6897,0,27963,24,0,0,0,0,0,6044,15891,17289,5133,3046,0,256251,95909,2297,93612,93612,95909
"1440",800796077,"VIRGINIA CENTER FOR HEALTH INNOVATION","","PO BOX 1248","MIDLOTHIAN","VA","23113-8248","E05",1111598,224022,687,0,0,0,0,0,0,0,300,1336607,0,0,0,0,260270,0,149478,15904,37022,27712,0,30200,55465,0,0,0,669704,0,10590,1936,0,7065,35,0,4436,0,0,1244,7412,25667,2810,0,0,0,1306950,1520583,190557,0,1330026,1520583
"1441",800824237,"PY VS PD FOUNDATION","% PATRICK B YOUNTS","9594 COVINGTON PL","MANASSAS","VA","20109-3328","G12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442",800826062,"PROSTATE CANCER EDUCATIONAL INSTITUTE OF VIRGINIA","% ROBERT JONES","PO BOX 5007","GLEN ALLEN","VA","23058-5007","G30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443",800834064,"BEHAVIORAL HEALTH NAVIGATORS CENTER INCORPORATION","","3819 STRATFORD PARK DR SW","ROANOKE","VA","24018-1467","F30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444",800867606,"FUNDAHIGADO AMERICA FOUNDATION","% J WILLIAM GRAY","3900 WESTERRE PARKWAY SUITE 300","RICHMOND","VA","23233-0000","E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445",800877543,"MIS SHARE","% JENNIFER CARR","1305 CASSIA ST","HERNDON","VA","20170-2524","E99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446",800890326,"SCOTT WEDELL FOUNDATION","% JOAN PEMBERTON","4709 HOLLY AVE","FAIRFAX","VA","22030-5628","H99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447",800931245,"DIVAS","% KIMBERLY SLOAN","2428 WINDY PINES BND","VIRGINIA BCH","VA","23456-3954","F60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448",810564850,"VIRGINIA ALLIANCE OF INFORMATION AND REFERRAL SYSTEMS VAIRS","% K BENGHAUSER SENIORNAVIGATOR","7501 BOULDER VIEW DRIVE","NORTH CHESTERFIELD","VA","23225-4062","E01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449",810744425,"PEDIATRIC RESEARCH AND ADVOCACY INITIATIVE","% JESSICA GAVIN","25658 EAST MAIN STREET","ONLEY","VA","23418-0000","H20",12247,0,8,0,0,0,0,0,0,0,0,12255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,3069,510,0,0,0,0,0,0,0,99,137,50131,0,0,0,0,54525,131920,22,0,131898,131920
"1450",810868533,"UVA COMMUNITY HEALTH INC","% MS MELISSA L ROBSON","8700 SUDLEY RD","MANASSAS","VA","20110-4418","H11",0,19136914,11680,0,0,0,339,0,0,0,0,19148933,0,0,0,0,411134,0,670127,12141,30819,66066,0,1247073,247200,0,0,0,22173155,1660055,15099,5449,0,64698,5786,0,0,0,0,27070,103955,1628557,169579,5011,4514,0,28628248,716877,170645932,0,-169929055,716877
"1451",810896655,"HYDERABAD FOUNDATION USA INC","% KAZI Z SIDDIQUI","44475 CHAMBERLAIN TER STE 201","ASHBURN","VA","20147-0000","E11",194894,0,0,0,0,0,0,0,0,0,0,194894,0,0,196949,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197375,9595,0,9595,9595,9595
"1452",810896655,"HYDERABAD FOUNDATION USA INC","% KAZI Z SIDDIQUI","44475 CHAMBERLAIN TER STE 201","ASHBURN","VA","20147-0000","E11",259822,0,0,0,0,0,0,0,0,0,0,259822,0,0,250772,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252194,12076,0,12076,12076,12076
"1453",810896827,"RNOVATIONS","% TAMEKA MCDANIEL","101 MISTYWOOD RD","N CHESTERFLD","VA","23236-2865","E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454",811048898,"SERVANT HEART MEDICAL MISSIONS","","11502 CULPEPER CT","SPOTSYLVANIA","VA","22551-4671","E30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455",811072003,"DERMATOLOGY PA FOUNDATION INC","% LEAH BREGMAN","300 N WASHINGTON STREET 407","ALEXANDRIA","VA","22314-0000","E19",90100,0,4553,0,0,0,0,0,0,0,0,94653,17000,0,0,0,0,0,0,0,0,0,36692,6023,21660,0,0,0,2099,4743,8902,18301,0,0,747,0,0,0,0,0,0,0,0,0,0,0,116167,254524,2658,0,251866,254524
"1456",811218248,"MEDICARE ADVANTAGE PLAN ALLIANCE INC","% DAVID MAIN","3061 MT VERNON AVE UNIT N-404","ALEXANDRIA","VA","22305-3205","E03",213750,0,0,0,0,0,0,0,0,0,0,213750,0,0,0,0,198000,0,0,0,0,0,0,0,685,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,816,50,25,19,2635,0,202821,45410,0,45410,45410,45410
"1457",811219865,"CARDIAC NEURODEVELOPMENTAL OUTCOME COLLABORATIVE","","2209 DICKENS RD","RICHMOND","VA","23230-2005","G43",0,257405,0,0,0,0,0,0,0,0,0,257405,0,0,0,0,0,0,0,0,0,0,51681,0,2080,0,0,0,0,0,6448,7084,0,0,0,0,48610,0,0,0,681,40000,30000,3557,531,0,190672,328730,49446,0,279284,328730
"1458",811250524,"BREAST CANCER PREVENTION WITH HERBS AND SPICES","% KUMARASWAMY VUTAKURI","2216 ORCHID DR","FALLS CHURCH","VA","22046-1836","H30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
