"","EIN","NAME","ICO","STREET","CITY","STATE","ZIP","GROUP","SUBSECTION","AFFILIATION","CLASSIFICATION","RULING","DEDUCTIBILITY","FOUNDATION","ACTIVITY","ORGANIZATION","STATUS","TAX_PERIOD","ASSET_CD","INCOME_CD","FILING_REQ_CD","PF_FILING_REQ_CD","ACCT_PD","ASSET_AMT","INCOME_AMT","REVENUE_AMT","NTEE_CD","totcntrbgfts","totprgmrevnue","invstmntinc","txexmptbndsproceeds","royaltsinc","netrntlinc","netgnls","netincfndrsng","netincgaming","netincsales","miscrevtot11e","totrevenue","grntstogovt","grnsttoindiv","grntstofrgngovt","benifitsmembrs","compnsatncurrofcr","compnsatnandothr","othrsalwages","pensionplancontrb","othremplyeebenef","payrolltx","feesforsrvcmgmt","legalfees","accntingfees","feesforsrvclobby","profndraising","feesforsrvcinvstmgmt","feesforsrvcothr","advrtpromo","officexpns","infotech","royaltsexpns","occupancy","travel","travelofpublicoffcl","converconventmtng","interestamt","pymtoaffiliates","deprcatndepletn","insurance","othrexpnsa","othrexpnsb","othrexpnsc","othrexpnsd","othrexpnse","totfuncexpns","totassetsend","totliabend","retainedearnend","totnetassetend","totnetliabastend"
"1100",541553832,"CAVE SPRING FIRST AID & RESCUE SQUAD INC","% GEORGE FERGUSON","PO BOX 20181","ROANOKE","VA","24018-0019",0,3,3,1200,199204,1,15,158000000,1,1,202303,4,4,1,0,3,332750,135105,105464,"E62Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101",541565250,"COMMONWEALTH COMMUNITY TRUST ENDOWMENT FUND","% CAROLYN BOURDOW","PO BOX 29408","RICHMOND","VA","23242-0408",0,3,3,1000,199105,1,15,160000000,1,1,202112,6,6,1,0,12,3333150,2386499,1860276,"E50Z",1061337,649883,56014,0,0,0,93042,0,0,0,0,1860276,0,122735,0,0,195585,0,797519,22368,47576,77244,0,10660,1840,0,0,8946,21276,40311,58543,102512,0,122697,15330,0,30267,0,0,31507,29731,13801,9217,3490,1247,0,1765213,3333150,8542,0,3324608,3333150
"1102",541569970,"PHARMACY MANPOWER PROJECT INC","% AMER ASSOC OF COLL OF PHARMACY","1400 CRYSTAL DR STE 300","ARLINGTON","VA","22202-4156",0,3,0,1000,199201,1,15,0,5,1,202206,4,3,1,0,6,104674,52620,52620,"E66L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103",541571013,"RICHMOND REBOS INC","% GLORIA YOCUM","3907 LAURELWOOD RD","N CHESTERFLD","VA","23234-3217",0,3,3,1000,199102,1,15,573000000,1,1,202212,0,0,2,0,12,0,0,0,"F22I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104",541576926,"TRI-AREA CRISIS PREGNANCY CENTER INC","","PO BOX 567","GALAX","VA","24333-0000",0,3,3,1000,199303,1,15,560000000,1,1,202212,4,3,1,0,12,150678,57621,57621,"E400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105",541581185,"MCV ASSOCIATED PHYSICIANS","% ELIZABETH BETH ALLEN","7818 E PARHAM RD","RICHMOND","VA","23294-4302",0,3,3,1000,199106,1,17,179000000,1,1,202206,9,9,1,0,6,913688645,572404350,572404350,"E300",49516196,488440803,894456,0,22459,0,816644,0,0,0,293072,539983630,10038985,0,0,0,0,0,398801831,29780165,19258835,17060866,2699847,809412,8288,0,0,275708,4303511,58290,4421202,468177,0,4520379,245539,0,1543416,0,0,2167916,3812161,71017120,20502131,3720707,2432238,0,600621526,296921285,206825788,0,90095497,296921285
"1106",541583431,"ON OUR OWN CHARLOTTESVILLE VA INC","% WILL GALLIK","123 4TH ST NW","CHARLOTTESVLE","VA","22903-4502",0,3,3,1000,199107,1,15,179399000,1,1,202206,4,5,1,0,6,168161,732142,721011,"E99Z",351202,329051,0,0,0,0,0,0,0,0,0,680253,0,0,0,0,57524,99778,276461,0,50987,24321,0,0,5000,0,0,0,8793,1192,7396,15246,0,42946,10249,0,87,0,0,17894,17246,6267,6266,3100,678,0,651970,144461,0,0,144461,144461
"1107",541584697,"HOUSING OPPORTUNITIES INC","% BRIAN DUNCAN","PO BOX 248","FARMVILLE","VA","23901-0248",0,3,3,1000,199107,1,16,166000000,1,1,202306,4,4,1,0,6,417217,117965,117965,"F20Z",0,62667,13,0,0,50648,0,0,0,0,7605,120933,0,0,0,0,0,0,18031,0,4030,1379,10260,0,7000,0,0,0,0,0,10,0,0,21295,0,0,0,0,0,26526,4483,13639,3339,2815,1800,0,116445,452607,26528,0,426079,452607
"1108",541586089,"NAMI PIEDMONT","","7487 FOXVIEW DR","WARRENTON","VA","20186-2049",0,3,3,1000,201806,1,16,160000000,1,1,202212,0,0,2,0,12,0,0,0,"F80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109",541586354,"ROANOKE VALLEY CHARITY CAR SHOW COMMITTEE INC","","PO BOX 19195","ROANOKE","VA","24019-0000",0,3,3,1000,199111,1,16,927523000,1,1,202212,1,3,1,0,12,8017,56568,56568,"G52Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",541588913,"WHITE OAK VOLUNTEER RESCUE SQUAD INC","% NINA BROWN TREASURER","535 WHITE OAK RD","FREDERICKSBRG","VA","22405-5729",0,3,3,1000,199108,1,15,158000000,1,1,202306,5,3,2,0,6,623278,48816,48816,"E63Z",35431,0,118,0,0,1175,0,0,0,0,0,36724,0,1000,0,0,0,0,0,0,0,0,3600,150,1395,0,0,0,0,6957,794,0,0,0,0,0,0,0,0,18718,0,15063,1442,265,2163,0,57436,634953,0,634953,634953,634953
"1111",541588935,"HANOVER COMMUNITY SUPPORT SERVICES INC","","PO BOX 1594","ASHLAND","VA","23005-4594",0,3,3,1200,199108,1,16,166000000,1,1,202212,4,3,2,0,12,177294,46375,46375,"F20Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112",541590912,"TRI-COUNTY HEALTH CLINIC","","PO BOX 202","RICHLANDS","VA","24641-0202",0,3,3,1200,199108,1,15,154000000,1,1,202309,5,4,1,0,9,754026,111280,111280,"E32Z",50495,0,2559,0,0,0,0,0,0,0,60,53114,0,0,0,0,43784,0,0,0,0,3376,0,0,5435,0,0,0,0,196,757,0,0,6572,0,0,275,0,3052,8361,1314,4538,1264,604,158,0,79711,745335,3709,0,741626,745335
"1113",541591576,"TOPS CLUB INC","% GAYLE BASNIGHT","1241 FOURSOME LN","VIRGINIA BCH","VA","23455-6818",5501,3,9,1200,200809,1,16,0,5,1,202303,0,0,2,0,3,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114",541592065,"SUGAR GROVE LIFE SAVING CREW INC","% DOUGLAS W TESTERMAN","PO BOX 257","SUGAR GROVE","VA","24375-0257",0,3,3,1000,199508,1,15,158000000,1,1,202212,4,4,1,0,12,256226,174058,174058,"E62Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",541593923,"TWIN COUNTY COMMUNITY FOUNDATION","% WILLIAM DAVIS","PO BOX 1131","GALAX","VA","24333-0000",0,3,3,1000,199109,1,4,927123000,1,1,202209,7,4,0,1,9,9576572,291093,NA,"E21Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116",541596178,"ACCESSIA HEALTH","","PO BOX 5930","MIDLOTHIAN","VA","23112-0033",0,3,3,1000,199206,1,15,160000000,1,1,202212,9,8,1,0,12,83031516,46777708,46777708,"G21",29820959,3015366,69913,0,0,0,0,0,0,0,12859,32919097,0,44243749,0,0,824135,0,2877804,72113,341507,248200,0,119229,59989,0,0,0,9481,3233,94202,447348,0,92891,129809,0,0,0,0,84912,49401,1082097,87196,62524,59748,0,51092009,82183430,1767711,0,80415719,82183430
"1117",541597081,"SEOPF MEDICAL SERVICES INC","","8154 FOREST HILL AVE STE 3","N CHESTERFLD","VA","23235-3255",0,3,3,1000,199206,1,17,560561179,1,1,202306,2,0,2,0,6,11606,0,0,"E99Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118",541600097,"SPECIAL PERSONS MAILING SERVICE INC","","4716 TULIP DR","VIRGINIA BCH","VA","23455-4024",0,3,3,1000,199201,1,16,160000000,1,1,202206,4,4,1,0,6,302223,100207,100207,"E50Z",0,107102,331,0,0,0,0,0,0,0,0,107433,0,0,0,0,25000,0,30098,0,0,4215,0,0,300,0,0,0,0,0,352,4826,0,18422,265,0,0,0,0,0,0,60595,12500,6338,1694,0,164955,409254,37683,162751,371571,409254
"1119",541601614,"TOPS CLUB INC","% SALLY JACKSON","3724 SIDLEY RD","CHESAPEAKE","VA","23321-5742",5501,3,9,1200,200809,1,16,0,5,1,202303,0,0,2,0,3,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120",541601942,"VALLEY HEALTH SYSTEM","","1000 N SHENANDOAH AVE","FRONT ROYAL","VA","22630-3547",5602,3,9,1000,200911,1,17,602922000,1,1,NA,5,4,1,0,12,NA,NA,NA,"E112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121",541604094,"CENTRA HEALTH FOUNDATION","% TIM FRITZ","1920 ATHERHOLT ROAD","LYNCHBURG","VA","24501-0000",0,3,3,1000,199408,1,17,602151000,1,1,202212,9,9,1,0,12,80725571,83967400,4025165,"E110",3093562,0,2721967,0,0,0,16100781,-7056,0,0,0,21909254,3017263,22906,0,0,260509,0,358756,0,129867,0,32499,0,13183,0,0,557532,58628,1115,124351,0,0,5085,4055,0,0,0,0,0,0,0,0,0,0,0,4585749,92633711,796067,0,91837644,92633711
"1122",541604782,"TOPS CLUB INC","% MEG CROSBY","15221 TURKEY TRAK","CULPEPER","VA","22701-9774",5501,3,9,1200,200809,1,16,0,5,1,202303,0,0,2,0,3,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",541605096,"FLOYD COUNTY MULTIDISCIPLINARY TEAM INC","% CARL AYERS","2 CORPORATE DR STE B","RADFORD","VA","24141-5111",0,3,3,1000,199207,1,15,165000000,1,1,202312,0,0,2,0,12,0,0,0,"E30Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",541608259,"GOOD SAMARITAN HOSPICE INC","% SUSAN RANSON","2408 ELECTRIC RD","ROANOKE","VA","24018-3523",0,3,3,1000,199203,1,15,179000000,1,1,202212,8,8,1,0,12,16385618,16076504,16063194,"E20Z",1218098,12612797,92476,0,0,0,19890,13795,0,0,9540,13966596,0,0,0,0,171686,0,5800823,156688,784376,435227,0,15920,78400,0,0,14712,135395,161903,19267,254576,0,250025,295101,0,0,0,0,81020,22095,1752267,47551,40110,0,0,10592468,13418274,651228,0,12767046,13418274
"1125",541610405,"CHARLOTTESVILLE FREE CLINIC","% SUSAN SHERMAN","901 PRESTON AVE STE 301","CHARLOTTESVLE","VA","22903-4491",0,3,3,1200,199203,1,12,154000000,1,1,202206,6,6,1,0,6,4091275,3575794,3520537,"E32Z",3724797,0,12193,0,0,0,0,0,0,0,26970,3763960,0,0,0,0,110957,0,911559,0,137822,78223,0,0,0,0,0,0,185594,0,9742,0,0,64230,0,0,9233,0,0,68099,6642,1500524,62624,19366,11265,0,3190843,3456389,9585,0,3446804,3456389
"1126",541614710,"FRIENDS OF THE ELDERLY","","PO BOX 10007","VIRGINIA BCH","VA","23450-0007",0,3,3,1000,199207,1,16,153000000,1,1,202212,1,3,1,0,12,1035,86747,86747,"E91Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127",541615598,"SHELTERING ARMS CORPORATION","% JAMES S LITSINGER","8226 MEADOWBRIDGE RD","MECHANICSVLLE","VA","23116-2331",0,3,3,1000,202312,1,15,179000000,1,1,202209,9,8,1,0,9,107788573,13891823,13675869,"E20",20131574,4786711,353679,0,0,0,-4568,0,0,0,10370,25277766,220494,0,0,0,0,0,0,0,0,0,0,244648,775686,0,0,0,1208026,290107,338960,4164639,0,839804,10230,0,7773,2157724,0,3979457,241044,9779434,-16975644,0,0,0,7362500,125461288,78316905,0,47144383,125461288
"1128",541615599,"SHELTERING ARMS FOUNDATION","","8226 MEADOWBRIDGE RD","MECHANICSVLLE","VA","23116-2331",0,3,3,1000,202312,1,15,927000000,2,1,202209,9,8,1,0,9,174112507,26560815,26560815,"E110",8555185,0,-877423,0,0,0,3864771,0,0,0,0,11542533,10128082,0,0,0,0,0,0,0,0,0,0,15744,3000,0,0,1004285,119350,20650,71725,21645,0,0,73,0,6169,48094,0,763,0,2418381,1026256,127143,5509,0,15043420,205278403,0,0,205278403,205278403
"1129",541616308,"CENTRAL VIRGINIA ASSOCIATION OF OCCUPATIONAL HEALTH NURSES INC","% JOANNE BAKER","3262 MARTIN KINGS RD","CHARLOTTESVLE","VA","22902-7943",0,4,3,1000,201404,2,0,0,5,1,202012,0,0,2,0,12,0,0,0,"E99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130",541619605,"NAADAC EDUCATION AND RESEARCH FOUNDATION","","44 CANAL CENTER PLZ STE 301","ALEXANDRIA","VA","22314-1552",0,3,3,1200,199204,1,15,573000000,1,1,202212,0,0,2,0,12,0,0,0,"F22Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131",541620854,"VIRGINIA AREA ASSEMBLY","","1482 THRASHERS CREEK RD","AMHERST","VA","24521-3774",0,3,3,2000,201704,1,16,0,5,1,202212,3,3,1,0,12,81533,94107,94107,"F22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",541624149,"INTERNATIONAL LIVER TRANSPLANTATION SOCIETY","% YOO GOO KANG","520 WILLIAM STREET SUITE E","FREDERICKSBURG","VA","22401-0000",0,3,3,1000,199604,1,15,995000000,1,1,202212,6,6,1,0,12,4135397,1199835,1199835,"H47Z",423122,514422,86448,0,0,0,82532,0,0,0,0,1106524,0,4500,14000,0,0,0,0,0,0,0,297034,0,0,0,0,26905,42839,0,5802,29432,0,0,31272,0,120205,0,0,0,0,42517,31285,16113,1710,0,663614,4886480,215543,0,4670937,4886480
"1133",541625290,"REGION TEN COMMUNITY SERVICES BOARD INC","% ROBERT T DWOSKIN","502 OLD LYNCHBURG RD","CHARLOTTESVLE","VA","22903-6550",0,3,3,1000,199207,1,17,166000000,1,1,202206,8,6,1,0,6,30661161,2380934,2380934,"F99I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134",541632194,"BAPTIST MEDICAL CLINIC OF GALAX INC","","PO BOX 1858","GALAX","VA","24333-0000",0,3,3,1000,199210,1,15,154000000,1,1,202212,4,4,1,0,12,136828,180485,180485,"E32Z",135032,16341,10,0,0,0,0,0,0,0,0,151383,0,0,0,0,0,0,111312,0,0,8515,0,0,0,0,0,0,8822,10586,1419,0,0,13125,273,0,425,0,0,403,4709,6150,3942,2573,2095,0,177110,107188,6075,101113,101113,107188
"1135",541632419,"TOPS CLUB INC","% JENNIFER PROPST","PO BOX 313","MONTEREY","VA","24465-0313",5501,3,9,1200,200809,1,16,0,5,1,202303,0,0,2,0,3,0,0,0,"E70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",541632473,"SAMARITAN INN INC","% RYAN E FLANDERS","543 SALEM AVE SW","ROANOKE","VA","24016-3023",0,3,3,1000,199302,1,15,560000000,1,1,202312,4,4,1,0,12,190451,118182,118182,"F220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137",541633519,"VIRGINIA BREAST CANCER FOUNDATION","","2821 EMERYWOOD PKWY STE 203","RICHMOND","VA","23294-3726",0,3,3,1000,199403,1,15,531000000,1,1,202212,6,5,1,0,12,1467908,872127,831514,"G30Z",598631,0,41988,0,0,0,0,33773,0,0,0,674392,0,0,0,0,0,0,261644,6061,26744,19218,0,0,14015,0,0,0,0,8342,12197,0,0,44030,1224,571,0,0,0,1513,3410,75000,16786,7250,0,0,498005,1337190,119582,0,1217608,1337190
"1138",541637196,"STATEWIDE SICKLE CELL CHAPTERS OF VIRGINIA INCORPORATED","% GEORGE HARRIS CARTER","PO BOX 25205","RICHMOND","VA","23260-5205",0,3,3,1200,199502,1,16,165000000,1,1,202212,3,4,1,0,12,32491,105336,105336,"E70Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139",541639160,"BRIGHT FACES INC","","42395 RYAN RD","BRAMBLETON","VA","20148-4863",0,3,3,1000,199404,1,15,602000000,1,1,202306,4,4,1,0,6,161484,406724,370020,"E12",286892,0,0,0,0,0,0,0,0,0,0,286892,0,0,84881,0,0,0,62500,1750,0,5088,0,1674,14210,0,0,0,58804,8986,4026,0,0,0,0,0,0,0,0,8056,8481,0,0,0,0,0,258456,52310,34231,0,18079,52310
"1140",541639160,"BRIGHT FACES INC","","42395 RYAN RD","BRAMBLETON","VA","20148-4863",0,3,3,1000,199404,1,15,602000000,1,1,202306,4,4,1,0,6,161484,406724,370020,"E12",403942,0,0,0,0,0,0,-21799,0,0,0,382143,0,0,99094,0,0,0,1e+05,0,0,7817,0,0,14771,0,0,0,26030,7896,3963,0,0,0,16097,0,0,0,0,5370,8402,0,0,0,0,0,289440,146916,36135,0,110781,146916
"1141",541639924,"VIRGINIA HEALTH CARE FOUNDATION","","707 E MAIN ST STE 1350","RICHMOND","VA","23219-2811",0,3,3,1000,199212,1,15,165000000,1,1,202306,8,8,1,0,6,24355643,16343450,10658990,"E30B",5670090,1583725,247897,0,0,0,672257,0,0,0,0,8173969,3875543,0,0,0,212500,0,1094733,65156,158457,92507,0,2511,20728,0,0,79136,55275,2346,8025,239360,0,106259,2408,0,10241,0,0,20382,23788,13638,152666,50672,174220,0,6487457,21021477,4275012,0,16746465,21021477
"1142",541642220,"ROCKBRIDGE AREA FREE CLINIC","","25 NORTHRIDGE LANE","LEXINGTON","VA","24450-3399",0,3,3,1000,199212,1,15,154000000,1,1,202301,8,8,1,0,1,14777218,12345950,11682755,"E30Z",3704152,6481395,47548,0,0,0,10554,13143,0,0,50920,10307712,0,0,0,0,355104,0,4974855,119398,443253,389432,0,13074,11000,0,0,18679,286244,26277,101224,0,0,115208,4788,0,0,175387,0,370242,32678,777610,558540,125842,87572,0,9149281,14518045,6357977,0,8160068,14518045
"1143",541644116,"FREDERICKSBURG AREA HEALTH AND SUPPORT SERVICES INCORPORATED","% JOSEPH LYTTLE","4343 PLANK RD STE 100","FREDERICKSBRG","VA","22407-4807",0,3,3,1000,199302,1,15,179000000,1,1,202206,6,6,1,0,6,1539866,3099492,3089077,"G81Z",2697581,647040,1788,0,0,0,0,0,0,0,0,3346409,0,0,0,0,100983,0,1261715,25600,465520,122296,0,0,16985,0,0,0,51886,5136,50105,0,0,128133,1487,0,0,0,0,7189,30957,442906,428969,87771,45917,0,3293302,1708898,111977,0,1596921,1708898
"1144",541646071,"NORTHERN VIRGINIA DENTAL CLINIC INC","","8221 WILLOW OAKS CORPORATE DR 450","FAIRFAX","VA","22031-4512",0,3,3,1000,199410,1,15,179000000,1,1,202306,6,6,1,0,6,1445496,1669627,1663494,"E99Z",1371288,559663,3062,0,0,0,0,0,0,0,0,1934013,0,0,0,0,173423,0,857336,12387,82954,75532,0,0,26840,0,0,0,9517,0,16438,0,0,43999,0,0,0,0,0,44355,7090,175942,88683,31878,14311,0,1677380,1375895,210259,0,1165636,1375895
"1145",541646973,"HORSEPASTURE RESCUE SQUAD INC","","PO BOX 34","SPENCER","VA","24165-0034",0,3,3,1000,199706,1,15,158000000,1,1,202208,3,3,1,0,8,78562,78314,70221,"E620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146",541648752,"LOUISA COUNTY RESOURCE COUNCIL OF LOUISA VIRGINIA","","PO BOX 52","LOUISA","VA","23093-0052",0,3,3,1000,199407,1,15,179000000,1,1,202306,6,5,1,0,6,2516865,518349,518349,"E70Z",658978,0,26686,0,0,0,0,0,0,0,0,685664,0,0,0,0,0,0,224954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43515,0,0,0,0,0,66501,20674,0,0,0,0,0,492104,2253385,0,0,2253385,2253385
"1147",541649268,"JOHN RANDOLPH FOUNDATION INC","% STEVE CATES","112 N MAIN ST","HOPEWELL","VA","23860-2719",0,3,3,1000,199306,1,15,602000000,1,1,202212,8,6,1,0,12,11218174,3614443,1188399,"E120",1027924,0,212370,0,0,0,825386,0,0,0,580,2066260,310020,135750,0,0,77365,0,258536,0,76104,24633,0,0,0,0,0,23835,52084,21417,18812,0,0,47453,3284,0,0,0,0,51652,6210,18668,0,0,0,0,1125823,13095936,86401,0,13009535,13095936
"1148",541651896,"AUGUSTA REGIONAL FREE CLINIC INC","","PO BOX 153","FISHERSVILLE","VA","22939-0153",0,3,3,1000,199304,1,15,154000000,1,1,202209,6,6,1,0,9,2483170,2552402,1688766,"E30Z",520499,693776,15266,0,0,0,57468,0,0,0,129681,1416690,0,0,0,0,0,0,798558,0,21924,64548,0,0,20850,0,0,0,0,0,11020,0,0,18615,0,0,0,25613,0,45957,13854,85137,62344,13875,8788,0,1215400,2429251,637717,0,1791534,2429251
"1149",541652029,"PRISMS INC","% PHILIP RUEDI","205 VAN BUREN ST STE 120 UNIT 1027","HERNDON","VA","20170-5336",0,3,3,1000,200004,1,15,0,1,1,202212,5,4,1,0,12,598973,369383,358976,"G20",248668,6300,10904,0,0,0,0,-2327,0,2440,0,265985,39000,0,0,0,82500,0,0,0,29,7418,0,0,14618,0,0,0,36356,0,1308,2375,0,0,0,0,27457,0,0,0,4404,6215,2137,3389,5000,0,244302,858213,28288,0,829925,858213
